135,137,151
136,132,156
137,129,159
138,126,162
139,124,164
140,122,166
141,120,168
142,118,170
143,117,171
144,115,173
145,114,174
146,113,175
147,111,177
148,110,178
149,109,179
150,108,180
151,107,181
152,106,182
153,106,182
154,105,183
155,104,184
156,103,185
157,103,185
158,102,186
159,101,187
160,101,187
161,100,188
162,100,188
163,99,189
164,99,189
165,98,190
166,98,190
167,97,191
168,97,191
169,97,191
170,96,192
171,96,192
172,96,192
173,95,193
174,95,193
175,95,193
176,95,193
177,95,193
178,94,194
179,94,194
180,94,194
181,94,194
182,94,194
183,94,194
184,94,194
185,94,194
186,94,194
187,94,194
188,94,194
189,94,194
190,94,194
191,94,194
192,94,194
193,95,193
194,95,193
195,95,193
196,95,193
197,95,193
198,96,192
199,96,192
200,96,192
201,97,191
202,97,191
203,97,191
204,98,190
205,98,190
206,99,189
207,99,189
208,100,188
209,100,188
210,101,187
211,101,187
212,102,186
213,103,185
214,103,185
215,104,184
216,105,183
217,106,182
218,106,182
219,107,181
220,108,180
221,109,179
222,110,178
223,111,177
224,113,175
225,114,174
226,115,173
227,117,171
228,118,170
229,120,168
230,122,166
231,124,164
232,126,162
233,129,159
234,132,156
235,137,151
