109,228,242
110,223,247
111,220,250
112,217,253
113,215,255
114,213,257
115,211,259
116,209,261
117,208,262
118,206,264
119,205,265
120,204,266
121,202,268
122,201,269
123,200,270
124,199,271
125,198,272
126,197,273
127,197,273
128,196,274
129,195,275
130,194,276
131,194,276
132,193,277
133,192,278
134,192,278
135,191,279
136,191,279
137,190,280
138,190,280
139,189,281
140,189,281
141,188,282
142,188,282
143,188,282
144,187,283
145,187,283
146,187,283
147,186,284
148,186,284
149,186,284
150,186,284
151,186,284
152,185,285
153,185,285
154,185,285
155,185,285
156,185,285
157,185,285
158,185,285
159,185,285
160,185,285
161,185,285
162,185,285
163,185,285
164,185,285
165,185,285
166,185,285
167,186,284
168,186,284
169,186,284
170,186,284
171,186,284
172,187,283
173,187,283
174,187,283
175,188,282
176,188,282
177,188,282
178,189,281
179,189,281
180,190,280
181,190,280
182,191,279
183,191,279
184,192,278
185,192,278
186,193,277
187,194,276
188,194,276
189,195,275
190,196,274
191,197,273
192,197,273
193,198,272
194,199,271
195,200,270
196,201,269
197,202,268
198,204,266
199,205,265
200,206,264
201,208,262
202,209,261
203,211,259
204,213,257
205,215,255
206,217,253
207,220,250
208,223,247
209,228,242
